osm_type,osm_id,osm_url,latitude,longitude,manufacturer,brand,model,operator,camera_class,name,in_chicago_city,address,address_source,zip_code,zip_source,police_district,district_source,direction,surveillance_type,last_osm_edit_utc,osm_version,osm_changeset_id,osm_changeset_url,osm_last_editor,osm_last_editor_uid,first_osm_mapped_utc,first_alpr_tagged_utc,first_flock_tagged_utc,history_status,installation_date,installation_date_source,installation_date_url,operational_date,operational_date_source,operational_date_url,date_notes,osm_start_date_tag,osm_construction_date_tag,osm_opening_date_tag,osm_tags_json,osm_full_element_json
node,13172115300,https://www.openstreetmap.org/node/13172115300,41.9960465,-87.712792,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60659,Chicago ZIP polygon,17,Chicago current district polygon,270,ALPR,2025-09-25T22:41:43Z,1,172460849,https://www.openstreetmap.org/changeset/172460849,esanch101,23329057,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""270"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""parking""}","{""changeset"": 172460849, ""id"": 13172115300, ""lat"": 41.9960465, ""lon"": -87.712792, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""270"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""traffic"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""parking""}, ""timestamp"": ""2025-09-25T22:41:43Z"", ""type"": ""node"", ""uid"": 23329057, ""user"": ""esanch101"", ""version"": 1}"
node,13191808029,https://www.openstreetmap.org/node/13191808029,41.9113673,-87.6602947,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60642,Chicago ZIP polygon,14,Chicago current district polygon,,,2025-10-04T02:47:03Z,1,172814557,https://www.openstreetmap.org/changeset/172814557,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""description"": ""This is a gunshot detection device by Flock Safety"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435""}","{""changeset"": 172814557, ""id"": 13191808029, ""lat"": 41.9113673, ""lon"": -87.6602947, ""tags"": {""camera:type"": ""fixed"", ""description"": ""This is a gunshot detection device by Flock Safety"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435""}, ""timestamp"": ""2025-10-04T02:47:03Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13191808030,https://www.openstreetmap.org/node/13191808030,41.9119378,-87.660309,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60642,Chicago ZIP polygon,14,Chicago current district polygon,,,2025-10-04T02:47:03Z,1,172814557,https://www.openstreetmap.org/changeset/172814557,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""description"": ""This is a gunshot detection device by Flock Safety"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435""}","{""changeset"": 172814557, ""id"": 13191808030, ""lat"": 41.9119378, ""lon"": -87.660309, ""tags"": {""camera:type"": ""fixed"", ""description"": ""This is a gunshot detection device by Flock Safety"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435""}, ""timestamp"": ""2025-10-04T02:47:03Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13191808031,https://www.openstreetmap.org/node/13191808031,41.9120963,-87.6602635,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60642,Chicago ZIP polygon,14,Chicago current district polygon,60,ALPR,2025-10-04T02:47:03Z,1,172814557,https://www.openstreetmap.org/changeset/172814557,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""60"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 172814557, ""id"": 13191808031, ""lat"": 41.9120963, ""lon"": -87.6602635, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""60"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-10-04T02:47:03Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13191808032,https://www.openstreetmap.org/node/13191808032,41.9126984,-87.6598875,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60642,Chicago ZIP polygon,14,Chicago current district polygon,120,ALPR,2025-10-04T02:47:03Z,1,172814557,https://www.openstreetmap.org/changeset/172814557,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""120"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 172814557, ""id"": 13191808032, ""lat"": 41.9126984, ""lon"": -87.6598875, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""120"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-10-04T02:47:03Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13191808033,https://www.openstreetmap.org/node/13191808033,41.9123953,-87.6594521,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60642,Chicago ZIP polygon,14,Chicago current district polygon,,,2025-10-04T02:47:03Z,1,172814557,https://www.openstreetmap.org/changeset/172814557,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""description"": ""This is a gunshot detection device by Flock Safety"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435""}","{""changeset"": 172814557, ""id"": 13191808033, ""lat"": 41.9123953, ""lon"": -87.6594521, ""tags"": {""camera:type"": ""fixed"", ""description"": ""This is a gunshot detection device by Flock Safety"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435""}, ""timestamp"": ""2025-10-04T02:47:03Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13235219313,https://www.openstreetmap.org/node/13235219313,41.9252165,-87.6721102,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60614,Chicago ZIP polygon,19,Chicago current district polygon,330,ALPR,2025-10-15T17:54:02Z,1,173332055,https://www.openstreetmap.org/changeset/173332055,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""330"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 173332055, ""id"": 13235219313, ""lat"": 41.9252165, ""lon"": -87.6721102, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""330"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-10-15T17:54:02Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13254951702,https://www.openstreetmap.org/node/13254951702,41.9853818,-87.7878323,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60631,Chicago ZIP polygon,16,Chicago current district polygon,150,ALPR,2025-10-24T21:12:00Z,1,173735525,https://www.openstreetmap.org/changeset/173735525,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""150"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 173735525, ""id"": 13254951702, ""lat"": 41.9853818, ""lon"": -87.7878323, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""150"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-10-24T21:12:00Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13254951703,https://www.openstreetmap.org/node/13254951703,41.9850389,-87.7875535,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60646,Chicago ZIP polygon,16,Chicago current district polygon,330,ALPR,2025-10-24T21:12:00Z,1,173735525,https://www.openstreetmap.org/changeset/173735525,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""330"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 173735525, ""id"": 13254951703, ""lat"": 41.9850389, ""lon"": -87.7875535, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""330"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-10-24T21:12:00Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13267622719,https://www.openstreetmap.org/node/13267622719,41.924438,-87.7926871,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60707,Chicago ZIP polygon,25,Chicago current district polygon,115,ALPR,2025-10-29T18:32:05Z,1,173943519,https://www.openstreetmap.org/changeset/173943519,xander_ale,23449486,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""115"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 173943519, ""id"": 13267622719, ""lat"": 41.924438, ""lon"": -87.7926871, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""115"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-10-29T18:32:05Z"", ""type"": ""node"", ""uid"": 23449486, ""user"": ""xander_ale"", ""version"": 1}"
node,13267622720,https://www.openstreetmap.org/node/13267622720,41.924162,-87.7920282,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60707,Chicago ZIP polygon,25,Chicago current district polygon,20,ALPR,2025-10-29T18:32:05Z,1,173943519,https://www.openstreetmap.org/changeset/173943519,xander_ale,23449486,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""20"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 173943519, ""id"": 13267622720, ""lat"": 41.924162, ""lon"": -87.7920282, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""20"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-10-29T18:32:05Z"", ""type"": ""node"", ""uid"": 23449486, ""user"": ""xander_ale"", ""version"": 1}"
node,13285953301,https://www.openstreetmap.org/node/13285953301,41.9576815,-87.6886525,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60618,Chicago ZIP polygon,19,Chicago current district polygon,0,ALPR,2025-11-06T19:37:08Z,1,174304394,https://www.openstreetmap.org/changeset/174304394,Staeziak,23478268,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""0"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 174304394, ""id"": 13285953301, ""lat"": 41.9576815, ""lon"": -87.6886525, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""0"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-11-06T19:37:08Z"", ""type"": ""node"", ""uid"": 23478268, ""user"": ""Staeziak"", ""version"": 1}"
node,13311202701,https://www.openstreetmap.org/node/13311202701,41.8794589,-87.6351382,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60606,Chicago ZIP polygon,1,Chicago current district polygon,328,ALPR,2025-11-17T15:52:23Z,1,174778468,https://www.openstreetmap.org/changeset/174778468,wrennifer,5007182,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""328"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 174778468, ""id"": 13311202701, ""lat"": 41.8794589, ""lon"": -87.6351382, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""328"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-11-17T15:52:23Z"", ""type"": ""node"", ""uid"": 5007182, ""user"": ""wrennifer"", ""version"": 1}"
node,13326055878,https://www.openstreetmap.org/node/13326055878,41.8660969,-87.6407837,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60607,Chicago ZIP polygon,1,Chicago current district polygon,220,ALPR,2025-11-23T12:26:41Z,1,175023628,https://www.openstreetmap.org/changeset/175023628,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""220"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 175023628, ""id"": 13326055878, ""lat"": 41.8660969, ""lon"": -87.6407837, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""220"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-11-23T12:26:41Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13326055879,https://www.openstreetmap.org/node/13326055879,41.8665548,-87.6408387,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60607,Chicago ZIP polygon,1,Chicago current district polygon,300;200,ALPR,2025-11-23T12:26:41Z,1,175023628,https://www.openstreetmap.org/changeset/175023628,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""300;200"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 175023628, ""id"": 13326055879, ""lat"": 41.8665548, ""lon"": -87.6408387, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""300;200"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-11-23T12:26:41Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13326055881,https://www.openstreetmap.org/node/13326055881,41.8701379,-87.6454658,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60607,Chicago ZIP polygon,12,Chicago current district polygon,140,ALPR,2025-11-23T12:26:41Z,1,175023628,https://www.openstreetmap.org/changeset/175023628,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""140"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 175023628, ""id"": 13326055881, ""lat"": 41.8701379, ""lon"": -87.6454658, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""140"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2025-11-23T12:26:41Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13359689301,https://www.openstreetmap.org/node/13359689301,41.8948852,-87.6253802,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60611,Chicago ZIP polygon,18,Chicago current district polygon,248-293,ALPR,2025-12-07T15:30:42Z,2,175628651,https://www.openstreetmap.org/changeset/175628651,modular2350,23582650,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""248-293"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 175628651, ""id"": 13359689301, ""lat"": 41.8948852, ""lon"": -87.6253802, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""248-293"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-12-07T15:30:42Z"", ""type"": ""node"", ""uid"": 23582650, ""user"": ""modular2350"", ""version"": 2}"
node,13370000401,https://www.openstreetmap.org/node/13370000401,41.9061822,-87.6698958,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60622,Chicago ZIP polygon,14,Chicago current district polygon,61-106,ALPR,2025-12-11T16:58:43Z,1,175812106,https://www.openstreetmap.org/changeset/175812106,CacheBandit1111,22641132,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""61-106"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 175812106, ""id"": 13370000401, ""lat"": 41.9061822, ""lon"": -87.6698958, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""61-106"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2025-12-11T16:58:43Z"", ""type"": ""node"", ""uid"": 22641132, ""user"": ""CacheBandit1111"", ""version"": 1}"
node,13450572601,https://www.openstreetmap.org/node/13450572601,41.7957132,-87.8014665,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60638,Chicago ZIP polygon,8,Chicago current district polygon,332,ALPR,2026-01-12T15:35:09Z,1,177143372,https://www.openstreetmap.org/changeset/177143372,FlockFinalBoss,23340787,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""332"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 177143372, ""id"": 13450572601, ""lat"": 41.7957132, ""lon"": -87.8014665, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""332"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2026-01-12T15:35:09Z"", ""type"": ""node"", ""uid"": 23340787, ""user"": ""FlockFinalBoss"", ""version"": 1}"
node,13485263601,https://www.openstreetmap.org/node/13485263601,41.911634,-87.651693,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60614,Chicago ZIP polygon,18,Chicago current district polygon,152,ALPR,2026-01-26T03:22:14Z,1,177704675,https://www.openstreetmap.org/changeset/177704675,SoupEyes4Future,23751814,,,,skipped,,,,,,,,,,,"{""camera:mount"": ""pole"", ""camera:type"": ""fixed"", ""direction"": ""152"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 177704675, ""id"": 13485263601, ""lat"": 41.911634, ""lon"": -87.651693, ""tags"": {""camera:mount"": ""pole"", ""camera:type"": ""fixed"", ""direction"": ""152"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2026-01-26T03:22:14Z"", ""type"": ""node"", ""uid"": 23751814, ""user"": ""SoupEyes4Future"", ""version"": 1}"
node,13504726901,https://www.openstreetmap.org/node/13504726901,41.9114072,-87.6515064,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60614,Chicago ZIP polygon,18,Chicago current district polygon,80,ALPR,2026-01-27T17:24:19Z,1,177772527,https://www.openstreetmap.org/changeset/177772527,SoupEyes4Future,23751814,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""80"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 177772527, ""id"": 13504726901, ""lat"": 41.9114072, ""lon"": -87.6515064, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""80"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2026-01-27T17:24:19Z"", ""type"": ""node"", ""uid"": 23751814, ""user"": ""SoupEyes4Future"", ""version"": 1}"
node,13505310101,https://www.openstreetmap.org/node/13505310101,41.9119048,-87.6513068,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60614,Chicago ZIP polygon,18,Chicago current district polygon,321,ALPR,2026-01-27T21:19:56Z,1,177780913,https://www.openstreetmap.org/changeset/177780913,SoupEyes4Future,23751814,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""321"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 177780913, ""id"": 13505310101, ""lat"": 41.9119048, ""lon"": -87.6513068, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""321"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2026-01-27T21:19:56Z"", ""type"": ""node"", ""uid"": 23751814, ""user"": ""SoupEyes4Future"", ""version"": 1}"
node,13510255901,https://www.openstreetmap.org/node/13510255901,41.92801,-87.6744626,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60614,Chicago ZIP polygon,19,Chicago current district polygon,160,ALPR,2026-05-13T12:49:24Z,2,182600271,https://www.openstreetmap.org/changeset/182600271,Burnt Potato,23543018,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""160"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 182600271, ""id"": 13510255901, ""lat"": 41.92801, ""lon"": -87.6744626, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""160"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2026-05-13T12:49:24Z"", ""type"": ""node"", ""uid"": 23543018, ""user"": ""Burnt Potato"", ""version"": 2}"
node,13567195025,https://www.openstreetmap.org/node/13567195025,41.9254235,-87.6725062,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60614,Chicago ZIP polygon,19,Chicago current district polygon,310,ALPR,2026-02-15T17:37:04Z,1,178592678,https://www.openstreetmap.org/changeset/178592678,MisterFreeze,8420235,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""310"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}","{""changeset"": 178592678, ""id"": 13567195025, ""lat"": 41.9254235, ""lon"": -87.6725062, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""310"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance:type"": ""ALPR""}, ""timestamp"": ""2026-02-15T17:37:04Z"", ""type"": ""node"", ""uid"": 8420235, ""user"": ""MisterFreeze"", ""version"": 1}"
node,13568050501,https://www.openstreetmap.org/node/13568050501,41.8087725,-87.6823526,Flock Safety,,,,flock_confirmed_by_osm_tag,,yes,,not available in OSM,60609,Chicago ZIP polygon,9,Chicago current district polygon,227,ALPR,2026-02-15T19:50:32Z,1,178597464,https://www.openstreetmap.org/changeset/178597464,wrennifer,5007182,,,,skipped,,,,,,,,,,,"{""camera:type"": ""fixed"", ""direction"": ""227"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}","{""changeset"": 178597464, ""id"": 13568050501, ""lat"": 41.8087725, ""lon"": -87.6823526, ""tags"": {""camera:type"": ""fixed"", ""direction"": ""227"", ""man_made"": ""surveillance"", ""manufacturer"": ""Flock Safety"", ""manufacturer:wikidata"": ""Q108485435"", ""surveillance"": ""public"", ""surveillance:type"": ""ALPR"", ""surveillance:zone"": ""traffic""}, ""timestamp"": ""2026-02-15T19:50:32Z"", ""type"": ""node"", ""uid"": 5007182, ""user"": ""wrennifer"", ""version"": 1}"
